"","ID1","ID2","distance","sero1","phylo_grp1","sero2","phylo_grp2","change_st","distance_rank"
"8706","12299_1#63","13414_4#32",26.00893,"7F",15,"7F",15,0,1
"8707","12299_1#68","12299_1#28",4.18917,"7F",15,"7F",15,0,1
"8708","12299_1#71","11658_2#86",11.472789,"7F",15,"7F",15,0,1
"8709","12299_1#81","13154_3#53",25.079041,"7F",15,"7F",15,0,1
"8710","12299_1#84","11657_4#59",2.06504000000002,"7F",15,"7F",15,0,1
"8711","12299_1#85","12291_4#23",20.47002,"7F",15,"7F",15,0,1
"8712","12299_1#88","12291_5#80",17.40978,"7F",15,"7F",15,0,1
"8713","12299_1#90","14673_3#33",50.192292,"7F",15,"7F",15,0,1
"8714","13091_6#90","11511_8#62",4.1674,"7F",15,"7F",15,0,1
"8715","13154_3#35","11679_1#16",8.78886,"7F",15,"7F",15,0,1
"8716","13154_3#50","11657_8#23",1.09783,"7F",15,"7F",15,0,1
"8717","13154_3#51","13414_1#28",9.52282,"7F",15,"7F",15,0,1
"8718","13154_3#53","12299_1#28",12.41823,"7F",15,"7F",15,0,1
"8719","13154_3#60","11657_4#41",32.58347,"7F",15,"7F",15,0,1
"8720","13154_3#71","13154_3#79",2.13968,"7F",15,"7F",15,0,1
"8721","13154_3#79","13154_3#71",2.13968,"7F",15,"7F",15,0,1
"8722","13154_3#81","11658_2#86",13.97323,"7F",15,"7F",15,0,1
"8723","13154_3#90","14673_3#9",23.819489,"7F",15,"7F",15,0,1
"8724","13353_7#52","12291_4#52",23.62356,"7F",15,"7F",15,0,1
"8725","13414_1#12","12291_5#5",3.22817999999999,"7F",15,"7F",15,0,1
"8726","13414_1#13","12291_5#73",21.66426,"7F",15,"7F",15,0,1
"8727","13414_1#23","13414_3#49",14.2127,"7F",15,"7F",15,0,1
"8728","13414_1#25","11658_2#64",18.31479,"7F",15,"7F",15,0,1
"8729","13414_1#28","13154_3#51",9.52282,"7F",15,"7F",15,0,1
"8730","13414_1#7","13154_3#81",46.22393,"7F",15,"7F",15,0,1
"8731","13414_2#80","11511_8#25",0.00622000000001321,"7F",15,"7F",15,0,1
"8732","13414_2#84","11657_4#2",38.00109,"7F",15,"7F",15,0,1
"8733","13414_2#85","12291_5#80",65.393972,"7F",15,"7F",15,0,1
"8734","13414_2#90","12290_2#5",5.85302,"7F",15,"7F",15,0,1
"8735","13414_3#20","12299_1#53",31.473201,"7F",15,"7F",15,0,1
"8736","13414_3#49","13414_1#23",14.2127,"7F",15,"7F",15,0,1
"8737","13414_3#6","13154_3#81",52.857563,"7F",15,"7F",15,0,1
"8738","13414_3#79","12291_5#51",10.452711,"7F",15,"7F",15,0,1
"8739","13414_4#32","11511_8#62",15.51268,"7F",15,"7F",15,0,1
"8740","13710_1#1","11658_2#71",2.04949000000001,"7F",15,"7F",15,0,1
"8741","13710_1#13","12299_1#37",31.28971,"7F",15,"7F",15,0,1
"8742","13710_1#17","11657_4#2",4.13008000000001,"7F",15,"7F",15,0,1
"8743","13710_1#2","11657_8#23",16.871751,"7F",15,"7F",15,0,1
"8744","13710_1#39","13710_2#44",39.273079,"7F",15,"7F",15,0,1
"8745","13710_1#54","11679_1#15",36.663789,"7F",15,"7F",15,0,1
"8746","13710_2#27","13154_3#53",23.05443,"7F",15,"7F",15,0,1
"8747","13710_2#44","13710_1#39",39.273079,"7F",15,"7F",15,0,1
"8748","13710_2#49","11657_4#4",12.17254,"7F",15,"7F",15,0,1
"8749","13710_2#53","13154_3#51",26.91083,"7F",15,"7F",15,0,1
"8750","13710_2#69","12299_1#37",37.69942,"7F",15,"7F",15,0,1
"8751","14673_1#40","12299_1#63",28.282341,"7F",15,"7F",15,0,1
"8752","14673_1#77","11679_1#15",17.593269,"7F",15,"7F",15,0,1
"8753","14673_1#78","12299_1#84",4.42864000000003,"7F",15,"7F",15,0,1
"8754","14673_1#85","12290_2#3",6.09249000000001,"7F",15,"7F",15,0,1
"8755","14673_2#8","13154_3#81",40.25584,"7F",15,"7F",15,0,1
"8756","14673_3#2","11657_4#2",38.066399,"7F",15,"7F",15,0,1
"8757","14673_3#33","12299_1#90",50.192292,"7F",15,"7F",15,0,1
"8758","14673_3#76","12299_1#85",21.63316,"7F",15,"7F",15,0,1
"8759","14673_3#80","13414_3#49",14.81604,"7F",15,"7F",15,0,1
"8760","14673_3#9","13154_3#90",23.819489,"7F",15,"7F",15,0,1
"8761","14673_4#27","13154_3#81",46.09331,"7F",15,"7F",15,0,1
"8762","14673_4#4","11658_2#71",19.938211,"7F",15,"7F",15,0,1
"8763","14673_4#43","12299_1#63",45.92848,"7F",15,"7F",15,0,1
"8764","14673_4#8","11657_4#41",21.94105,"7F",15,"7F",15,0,1
"8765","15277_1#21","11511_8#15",14.59834,"7F",15,"7F",15,0,1
"8766","15608_2#80","12291_5#80",27.24049,"7F",15,"7F",15,0,1
"8767","15608_3#59","12299_1#63",58.22853,"7F",15,"7F",15,0,1
"8768","15608_3#76","12291_5#80",51.442509,"7F",15,"7F",15,0,1
"8769","15608_4#38","12299_1#23",130.545363,"7F",15,"7F",15,0,1
"8770","15608_5#89","11657_4#41",41.34434,"7F",15,"7F",15,0,1
"8771","15682_1#1","13154_3#81",43.045508,"7F",15,"7F",15,0,1
"8772","15682_1#40","15682_1#42",20.80901,"7F",15,"7F",15,0,1
"8773","15682_1#42","15682_1#40",20.80901,"7F",15,"7F",15,0,1
"8774","15682_2#53","12290_2#24",52.74871,"7F",15,"7F",15,0,1
"8775","17794_8#144","13154_3#81",48.239209,"7F",15,"7F",15,0,1
"8776","17966_5#116","13154_3#53",26.0618,"7F",15,"7F",15,0,1
"8777","17966_5#120","12299_1#53",23.045099,"7F",15,"7F",15,0,1
"8778","17966_5#123","12291_4#23",26.58428,"7F",15,"7F",15,0,1
"8779","17966_5#125","12299_1#85",27.85627,"7F",15,"7F",15,0,1
"8780","17966_5#130","11658_2#82",33.124611,"7F",15,"7F",15,0,1
"8781","17966_5#139","11658_2#64",15.06484,"7F",15,"7F",15,0,1
"8782","17966_5#141","13154_3#79",9.64411,"7F",15,"7F",15,0,1
"8783","19084_8#141","11658_2#71",6.02096000000002,"7F",15,"7F",15,0,1
"8784","21053_8#161","12299_1#37",55.000351,"7F",15,"7F",15,0,1
"8785","21127_1#189","11679_1#16",38.442709,"7F",15,"7F",15,0,1
"8786","21127_2#121","12299_1#37",47.374633,"7F",15,"7F",15,0,1
"8787","21127_2#149","12299_1#53",42.762498,"7F",15,"7F",15,0,1
"8788","21127_2#61","13154_3#81",47.262671,"7F",15,"7F",15,0,1
"8789","21242_2#120","11679_1#16",37.074309,"7F",15,"7F",15,0,1
"8790","21242_2#124","21242_2#140",18.56981,"7F",15,"7F",15,0,1
"8791","21242_2#127","11679_1#16",35.27362,"7F",15,"7F",15,0,1
"8792","21242_2#140","21242_2#124",18.56981,"7F",15,"7F",15,0,1
"8793","21999_7#107","13154_3#81",57.898869,"7F",15,"7F",15,0,1
"8794","21999_7#129","12299_1#37",43.521342,"7F",15,"7F",15,0,1
"8795","21999_8#106","13154_3#81",75.249559,"7F",15,"7F",15,0,1
"8796","21999_8#51","12299_1#37",69.051331,"7F",15,"7F",15,0,1
"8797","21999_8#80","12299_1#37",42.320881,"7F",15,"7F",15,0,1
"8798","22841_1#120","13154_3#81",56.698408,"7F",15,"7F",15,0,1
"8799","22841_1#156","22841_2#113",20.11859,"7F",15,"7F",15,0,1
"8800","22841_2#113","22841_1#156",20.11859,"7F",15,"7F",15,0,1
"8801","22841_2#26","13154_3#53",26.14577,"7F",15,"7F",15,0,1
"8802","10395_5#36","22841_3#178",372.367375,"23F",16,"13",16,1,1
"8803","11511_7#21","22841_3#178",352.689001,"19F",16,"13",16,1,1
"8804","11511_7#35","22841_3#178",409.742177,"9N",16,"13",16,1,1
"8805","11511_7#6","22841_3#178",352.592502,"19F",16,"13",16,1,1
"8806","11511_7#70","22841_3#178",414.032673,"18C",16,"13",16,1,1
"8807","11511_7#73","22841_3#178",336.848318,"23F",16,"13",16,1,1
"8808","11511_7#76","22841_3#178",479.867263,"14",16,"13",16,1,1
"8809","11511_8#68","22841_3#178",346.891637,"23F",16,"13",16,1,1
"8810","11511_8#93","22841_3#178",383.798795,"19F",16,"13",16,1,1
"8811","11657_2#55","22841_3#178",343.105908,"19F",16,"13",16,1,1
"8812","11657_4#52","22841_3#178",352.703846,"19A",16,"13",16,1,1
"8813","11657_4#67","22841_3#178",364.944374,"19F",16,"13",16,1,1
"8814","11657_4#88","22841_3#178",466.127287,"9N",16,"13",16,1,1
"8815","11658_2#16","22841_3#178",349.98703,"23F",16,"13",16,1,1
"8816","11658_2#42","22841_3#178",432.100255,"9N",16,"13",16,1,1
"8817","11658_2#7","22841_3#178",383.34599,"19F",16,"13",16,1,1
"8818","11679_1#43","22841_3#178",415.034775,"19A",16,"13",16,1,1
"8819","11679_1#54","22841_3#178",426.562695,"9N",16,"13",16,1,1
"8820","11679_1#90","22841_3#178",362.873356,"23F",16,"13",16,1,1
"8821","11822_1#65","22841_3#178",367.037661,"19F",16,"13",16,1,1
"8822","11822_1#86","22841_3#178",339.030681,"23F",16,"13",16,1,1
"8823","11826_1#40","22841_3#178",492.753591,"14",16,"13",16,1,1
"8824","11826_1#41","22841_3#178",345.525806,"23F",16,"13",16,1,1
"8825","11826_1#48","22841_3#178",340.478165,"23F",16,"13",16,1,1
"8826","11826_1#58","22841_3#178",354.418561,"19F",16,"13",16,1,1
"8827","11893_8#26","21242_2#146",542.547073,"13",16,"14",16,1,1
"8828","12290_2#1","22841_3#178",466.936392,"9N",16,"13",16,1,1
"8829","12291_1#1","22841_3#178",383.739407,"23F",16,"13",16,1,1
"8830","12291_1#37","22841_3#178",358.835247,"23F",16,"13",16,1,1
"8831","12291_1#42","22841_3#178",349.7198,"23F",16,"13",16,1,1
"8832","12291_1#61","22841_3#178",362.754589,"19F",16,"13",16,1,1
"8833","12291_1#63","22841_3#178",346.364605,"23F",16,"13",16,1,1
"8834","12291_1#66","21242_2#146",549.316845,"13",16,"14",16,1,1
"8835","12291_1#80","22841_3#178",362.398284,"19F",16,"13",16,1,1
"8836","12291_1#85","22841_3#178",367.757692,"23F",16,"13",16,1,1
"8837","12291_1#87","22841_3#178",432.515942,"9N",16,"13",16,1,1
"8838","12291_1#88","22841_3#178",364.855298,"19F",16,"13",16,1,1
"8839","12291_2#1","22841_3#178",383.739407,"23F",16,"13",16,1,1
"8840","12291_3#10","22841_3#178",369.895514,"19F",16,"13",16,1,1
"8841","12291_3#46","22841_3#178",386.4785,"23F",16,"13",16,1,1
"8842","12291_3#49","22841_3#178",373.837125,"19F",16,"13",16,1,1
"8843","12291_3#64","22841_3#178",366.124632,"23F",16,"13",16,1,1
"8844","12291_3#74","21242_2#146",547.461097,"13",16,"14",16,1,1
"8845","12291_3#8","22841_3#178",370.571009,"19F",16,"13",16,1,1
"8846","12291_3#80","21242_2#146",549.198077,"13",16,"14",16,1,1
"8847","12291_5#11","22841_3#178",491.187338,"14",16,"13",16,1,1
"8848","12291_5#29","22841_3#178",367.022814,"9N",16,"13",16,1,1
"8849","12291_5#34","22841_3#178",338.191882,"23F",16,"13",16,1,1
"8850","12291_5#42","22841_3#178",344.783505,"19A",16,"13",16,1,1
"8851","12291_5#59","22841_3#178",422.873464,"9N",16,"13",16,1,1
"8852","12291_6#25","22841_3#178",375.202957,"6A",16,"13",16,1,1
"8853","12291_6#69","22841_3#178",367.913572,"6A",16,"13",16,1,1
"8854","12837_3#47","22841_3#178",450.561255,"9N",16,"13",16,1,1
"8855","12837_3#82","22841_3#178",361.507525,"23F",16,"13",16,1,1
"8856","12837_5#27","22841_3#178",430.274197,"9N",16,"13",16,1,1
"8857","12837_5#37","22841_3#178",361.195759,"23F",16,"13",16,1,1
"8858","12837_5#73","21242_2#146",465.125181,"13",16,"14",16,1,1
"8859","12837_5#79","22841_3#178",430.467198,"9N",16,"13",16,1,1
"8860","13091_5#3","22841_3#178",380.413905,"19F",16,"13",16,1,1
"8861","13091_5#6","22841_3#178",368.79691,"19F",16,"13",16,1,1
"8862","13091_5#78","21242_2#146",518.29613,"13",16,"14",16,1,1
"8863","13091_6#21","21242_2#146",531.82826,"13",16,"14",16,1,1
"8864","13091_6#63","22841_3#178",384.593051,"23F",16,"13",16,1,1
"8865","13091_6#68","22841_3#178",359.347432,"23F",16,"13",16,1,1
"8866","13154_2#30","22841_3#178",359.926425,"19F",16,"13",16,1,1
"8867","13154_2#66","21242_2#146",555.841665,"13",16,"14",16,1,1
"8868","13154_2#88","22841_3#178",363.92,"23F",16,"13",16,1,1
"8869","13353_7#67","22841_3#178",416.719796,"9N",16,"13",16,1,1
"8870","13414_1#6","22841_3#178",428.411024,"9N",16,"13",16,1,1
"8871","13414_1#79","22841_3#178",389.685233,"9N",16,"13",16,1,1
"8872","13414_2#73","22841_3#178",439.71625,"9N",16,"13",16,1,1
"8873","13414_3#39","22841_3#178",438.617648,"9N",16,"13",16,1,1
"8874","13414_8#42","22841_3#178",457.160302,"9N",16,"13",16,1,1
"8875","13415_5#76","22841_3#178",415.977503,"9N",16,"13",16,1,1
"8876","13415_8#33","22841_3#178",430.986808,"9N",16,"13",16,1,1
"8877","13470_1#37","22841_3#178",377.630281,"23F",16,"13",16,1,1
"8878","14412_1#9","22841_3#178",429.175595,"9N",16,"13",16,1,1
"8879","14412_2#24","22841_3#178",418.367707,"9N",16,"13",16,1,1
"8880","14412_2#5","22841_3#178",453.41911,"9N",16,"13",16,1,1
"8881","14520_6#15","22841_3#178",388.697975,"23F",16,"13",16,1,1
"8882","14673_1#20","22841_3#178",468.272542,"24",16,"13",16,1,1
"8883","14673_1#36","22841_3#178",365.189334,"23F",16,"13",16,1,1
"8884","14673_1#42","22841_3#178",356.719691,"19F",16,"13",16,1,1
"8885","14673_1#64","22841_3#178",359.481044,"19A",16,"13",16,1,1
"8886","14673_1#88","22841_3#178",347.314748,"19A",16,"13",16,1,1
"8887","14673_2#9","22841_3#178",351.850202,"19F",16,"13",16,1,1
"8888","14673_3#28","22841_3#178",394.666066,"9N",16,"13",16,1,1
"8889","14673_3#56","22841_3#178",422.784391,"9N",16,"13",16,1,1
"8890","14673_4#3","22841_3#178",396.610893,"9N",16,"13",16,1,1
"8891","14723_5#1","22841_3#178",417.810978,"9N",16,"13",16,1,1
"8892","14723_6#88","22841_3#178",504.392846,"15A",16,"13",16,1,1
"8893","14913_7#80","22841_3#178",377.066131,"6A",16,"13",16,1,1
"8894","14936_4#35","22841_3#178",380.644022,"23F",16,"13",16,1,1
"8895","14936_4#45","22841_3#178",451.14025,"9N",16,"13",16,1,1
"8896","15277_1#56","22841_3#178",501.230648,"15A",16,"13",16,1,1
"8897","15608_2#36","22841_3#178",376.398061,"23F",16,"13",16,1,1
"8898","15608_2#77","22841_3#178",359.325162,"23F",16,"13",16,1,1
"8899","15608_2#81","22841_3#178",413.936174,"9N",16,"13",16,1,1
"8900","15608_2#94","22841_3#178",349.103693,"23F",16,"13",16,1,1
"8901","15608_3#8","22841_3#178",420.178914,"9N",16,"13",16,1,1
"8902","15608_4#43","22841_3#178",381.371467,"23F",16,"13",16,1,1
"8903","15608_5#74","22841_3#178",400.270433,"9N",16,"13",16,1,1
"8904","15608_5#75","22841_3#178",340.262898,"23F",16,"13",16,1,1
"8905","15608_5#77","22841_3#178",365.226447,"23F",16,"13",16,1,1
"8906","15682_1#20","22841_3#178",373.243289,"23F",16,"13",16,1,1
"8907","15682_1#52","22841_3#178",373.822283,"23F",16,"13",16,1,1
"8908","15682_1#8","22841_3#178",338.488802,"23F",16,"13",16,1,1
"8909","15682_1#80","22841_3#178",356.986916,"23F",16,"13",16,1,1
"8910","15682_1#9","22841_3#178",342.91291,"23F",16,"13",16,1,1
"8911","15682_2#30","22841_3#178",363.949693,"23F",16,"13",16,1,1
"8912","15682_2#5","22841_3#178",437.912466,"15BC",16,"13",16,1,1
"8913","16043_2#63","22841_3#178",355.725008,"23F",16,"13",16,1,1
"8914","16043_2#73","22841_3#178",371.580537,"19F",16,"13",16,1,1
"8915","16043_2#76","22841_3#178",381.334358,"23F",16,"13",16,1,1
"8916","16043_2#79","22841_3#178",362.628399,"19F",16,"13",16,1,1
"8917","17138_3#40","22841_3#178",470.180243,"9N",16,"13",16,1,1
"8918","17175_4#36","22841_3#178",469.274641,"9N",16,"13",16,1,1
"8919","17175_7#77","21242_2#146",462.824051,"13",16,"14",16,1,1
"8920","18090_1#78","22841_3#178",341.784611,"23F",16,"13",16,1,1
"8921","18090_1#81","22841_3#178",341.784611,"23F",16,"13",16,1,1
"8922","18090_1#91","22841_3#178",369.071562,"23F",16,"13",16,1,1
"8923","18090_1#95","22841_3#178",366.621973,"23F",16,"13",16,1,1
"8924","18090_2#161","22841_3#178",372.998331,"23F",16,"13",16,1,1
"8925","18090_2#165","22841_3#178",353.973181,"19F",16,"13",16,1,1
"8926","18090_2#183","22841_3#178",353.943489,"23F",16,"13",16,1,1
"8927","18090_2#186","22841_3#178",352.681579,"23F",16,"13",16,1,1
"8928","18090_2#188","22841_3#178",356.526693,"23F",16,"13",16,1,1
"8929","18090_2#66","22841_3#178",356.4005,"19F",16,"13",16,1,1
"8930","18090_2#69","22841_3#178",356.4005,"19F",16,"13",16,1,1
"8931","18090_2#75","22841_3#178",365.167065,"19F",16,"13",16,1,1
"8932","18090_2#83","22841_3#178",361.47041,"23F",16,"13",16,1,1
"8933","18090_2#84","22841_3#178",357.810871,"23F",16,"13",16,1,1
"8934","18090_2#85","22841_3#178",367.379119,"23F",16,"13",16,1,1
"8935","18090_2#86","22841_3#178",368.856296,"23F",16,"13",16,1,1
"8936","18090_2#87","22841_3#178",362.658091,"23F",16,"13",16,1,1
"8937","18090_2#88","22841_3#178",375.017386,"23F",16,"13",16,1,1
"8938","18090_2#91","22841_3#178",371.818072,"23F",16,"13",16,1,1
"8939","18090_2#92","22841_3#178",370.489354,"23F",16,"13",16,1,1
"8940","18090_2#93","22841_3#178",358.74617,"23F",16,"13",16,1,1
"8941","18090_2#94","22841_3#178",377.095827,"23F",16,"13",16,1,1
"8942","18090_2#95","22841_3#178",350.098374,"23F",16,"13",16,1,1
"8943","18090_2#96","22841_3#178",370.71947,"23F",16,"13",16,1,1
"8944","18623_5#57","22841_3#178",358.271098,"23F",16,"13",16,1,1
"8945","19084_7#129","22841_3#178",360.371806,"23F",16,"13",16,1,1
"8946","19084_7#143","22841_3#178",379.901718,"19F",16,"13",16,1,1
"8947","19084_7#144","22841_3#178",367.386543,"19F",16,"13",16,1,1
"8948","19084_7#146","21242_2#146",550.393182,"13",16,"14",16,1,1
"8949","19084_7#150","22841_3#178",391.615216,"23F",16,"13",16,1,1
"8950","19084_7#92","22841_3#178",368.648451,"19F",16,"13",16,1,1
"8951","19084_8#108","22841_3#178",382.92288,"23F",16,"13",16,1,1
"8952","19084_8#4","21242_2#146",540.275634,"13",16,"14",16,1,1
"8953","19084_8#49","22841_3#178",384.704403,"23F",16,"13",16,1,1
"8954","19084_8#57","22841_3#178",393.574884,"19F",16,"13",16,1,1
"8955","19084_8#58","22841_3#178",393.597153,"19F",16,"13",16,1,1
"8956","19084_8#59","22841_3#178",367.631501,"23F",16,"13",16,1,1
"8957","19084_8#96","22841_3#178",379.025802,"23F",16,"13",16,1,1
"8958","19341_2#101","22841_3#178",361.403603,"19F",16,"13",16,1,1
"8959","19341_2#111","22841_3#178",361.552064,"19F",16,"13",16,1,1
"8960","19341_2#123","22841_3#178",358.954012,"19F",16,"13",16,1,1
"8961","19341_2#132","22841_3#178",372.426757,"19F",16,"13",16,1,1
"8962","19341_2#141","22841_3#178",374.371584,"19F",16,"13",16,1,1
"8963","19341_2#146","22841_3#178",372.471297,"19F",16,"13",16,1,1
"8964","19341_2#161","22841_3#178",370.474509,"19F",16,"13",16,1,1
"8965","19341_2#168","22841_3#178",382.922878,"6A",16,"13",16,1,1
"8966","19341_2#63","22841_3#178",355.353859,"23F",16,"13",16,1,1
"8967","19341_2#64","22841_3#178",357.447145,"23F",16,"13",16,1,1
"8968","19341_2#65","22841_3#178",362.487362,"23F",16,"13",16,1,1
"8969","19341_2#76","22841_3#178",372.716256,"23F",16,"13",16,1,1
"8970","19341_2#83","22841_3#178",349.682687,"23F",16,"13",16,1,1
"8971","19341_3#121","22841_3#178",379.775527,"23F",16,"13",16,1,1
"8972","19341_3#30","22841_3#178",365.293256,"15BC",16,"13",16,1,1
"8973","19341_3#35","22841_3#178",367.401389,"23F",16,"13",16,1,1
"8974","19341_3#49","22841_3#178",396.069016,"23F",16,"13",16,1,1
"8975","21053_8#141","22841_3#178",450.390527,"9N",16,"13",16,1,1
"8976","21127_1#162","22841_3#178",474.188662,"14",16,"13",16,1,1
"8977","21127_1#182","22841_3#178",434.497886,"19F",16,"13",16,1,1
"8978","21127_1#6","22841_3#178",426.198966,"9N",16,"13",16,1,1
"8979","21127_1#94","22841_3#178",378.224118,"23F",16,"13",16,1,1
"8980","21127_2#14","22841_3#178",428.2106,"9N",16,"13",16,1,1
"8981","21127_2#16","22841_3#178",463.388197,"14",16,"13",16,1,1
"8982","21127_2#166","22841_3#178",462.623629,"14",16,"13",16,1,1
"8983","21127_2#178","22841_3#178",501.416227,"15A",16,"13",16,1,1
"8984","21127_2#179","22841_3#178",813.189638,"40",16,"13",16,1,1
"8985","21127_2#183","22841_3#178",396.13582,"23F",16,"13",16,1,1
"8986","21127_2#188","22841_3#178",466.535548,"14",16,"13",16,1,1
"8987","21127_2#32","22841_3#178",454.614214,"7C",16,"13",16,1,1
"8988","21127_2#47","22841_3#178",441.401275,"15A",16,"13",16,1,1
"8989","21127_2#58","22841_3#178",386.174156,"23F",16,"13",16,1,1
"8990","21127_2#6","22841_3#178",469.720028,"24",16,"13",16,1,1
"8991","21127_2#62","22841_3#178",462.104018,"14",16,"13",16,1,1
"8992","21127_2#66","22841_3#178",479.570339,"14",16,"13",16,1,1
"8993","21127_2#86","22841_3#178",477.803663,"14",16,"13",16,1,1
"8994","21127_2#99","22841_3#178",470.046629,"14",16,"13",16,1,1
"8995","21242_2#146","22841_3#178",457.9026,"14",16,"13",16,1,1
"8996","21999_7#101","22841_3#178",430.370696,"9N",16,"13",16,1,1
"8997","21999_7#124","22841_3#178",433.555162,"9N",16,"13",16,1,1
"8998","21999_7#132","22841_3#178",491.699532,"24",16,"13",16,1,1
"8999","21999_7#135","22841_3#178",445.49877,"9N",16,"13",16,1,1
"9000","21999_7#145","22841_3#178",459.186781,"9N",16,"13",16,1,1
"9001","21999_7#157","22841_3#178",480.297802,"24",16,"13",16,1,1
"9002","21999_7#161","22841_3#178",476.771866,"14",16,"13",16,1,1
"9003","21999_7#97","22841_3#178",457.932294,"7C",16,"13",16,1,1
"9004","21999_8#110","22841_3#178",731.737078,"15A",16,"13",16,1,1
"9005","21999_8#111","22841_3#178",558.74406,"15A",16,"13",16,1,1
"9006","21999_8#113","22841_3#178",510.353517,"15A",16,"13",16,1,1
"9007","21999_8#127","22841_3#178",500.03555,"15A",16,"13",16,1,1
"9008","21999_8#26","22841_3#178",459.676694,"9N",16,"13",16,1,1
"9009","21999_8#37","22841_3#178",458.875019,"7C",16,"13",16,1,1
"9010","21999_8#59","22841_3#178",739.182337,"15A",16,"13",16,1,1
"9011","21999_8#71","22841_3#178",441.794691,"9N",16,"13",16,1,1
"9012","21999_8#77","22841_3#178",443.746942,"9N",16,"13",16,1,1
"9013","21999_8#97","22841_3#178",708.673819,"15A",16,"13",16,1,1
"9014","22027_1#107","22841_3#178",485.679476,"24",16,"13",16,1,1
"9015","22667_7#178","22841_3#178",388.356514,"23F",16,"13",16,1,1
"9016","22667_8#77","22841_3#178",376.242179,"23F",16,"13",16,1,1
"9017","22841_1#16","22841_3#178",462.913127,"9N",16,"13",16,1,1
"9018","22841_1#172","22841_3#178",464.464534,"9N",16,"13",16,1,1
"9019","22841_1#61","22841_3#178",481.225679,"24",16,"13",16,1,1
"9020","22841_2#11","22841_3#178",492.939168,"24",16,"13",16,1,1
"9021","22841_2#47","22841_3#178",441.089509,"9N",16,"13",16,1,1
"9022","22841_2#79","22841_3#178",476.482368,"9N",16,"13",16,1,1
"9023","22841_2#97","22841_3#178",491.847991,"24",16,"13",16,1,1
"9024","22841_3#144","22841_3#178",466.75825,"24",16,"13",16,1,1
"9025","22841_3#178","21242_2#146",457.9026,"13",16,"14",16,1,1
"9026","22841_4#102","22841_3#178",471.635161,"24",16,"13",16,1,1
"9027","22841_4#147","22841_3#178",444.726777,"9N",16,"13",16,1,1
"9028","22841_4#159","22841_3#178",413.20872,"15BC",16,"13",16,1,1
"9029","22841_4#163","22841_3#178",477.699753,"24",16,"13",16,1,1
"9030","22841_4#32","22841_3#178",481.314753,"24",16,"13",16,1,1
"9031","23164_8#107","22841_3#178",391.35541,"23F",16,"13",16,1,1
"9032","24775_1#122","22841_3#178",398.785831,"15BC",16,"13",16,1,1
"9033","10395_5#36","18090_1#81",68.95967,"23F",16,"23F",16,0,1
"9034","11511_7#21","11657_2#55",24.533015,"19F",16,"19F",16,0,1
"9035","11511_7#35","15608_2#81",101.361065,"9N",16,"9N",16,0,1
"9036","11511_7#6","11657_2#55",24.436516,"19F",16,"19F",16,0,1
"9037","11511_7#73","12291_5#34",69.7093919999999,"23F",16,"23F",16,0,1
"9038","11511_7#76","12291_5#11",45.777641,"14",16,"14",16,0,1
"9039","11511_8#68","12291_1#63",53.839018,"23F",16,"23F",16,0,1
"9040","11511_8#93","11657_2#55",56.221803,"19F",16,"19F",16,0,1
"9041","11657_2#55","14673_2#9",23.694216,"19F",16,"19F",16,0,1
"9042","11657_4#52","14673_1#64",14.497118,"19A",16,"19A",16,0,1
"9043","11657_4#67","11657_2#55",37.367382,"19F",16,"19F",16,0,1
"9044","11657_4#88","12291_1#87",63.065809,"9N",16,"9N",16,0,1
"9045","11658_2#16","12291_1#63",49.095723,"23F",16,"23F",16,0,1
"9046","11658_2#42","21999_7#101",99.015397,"9N",16,"9N",16,0,1
"9047","11658_2#7","11657_2#55",52.695876,"19F",16,"19F",16,0,1
"9048","11679_1#43","12291_5#42",437.630384,"19A",16,"19A",16,0,1
"9049","11679_1#54","13353_7#67",26.173499,"9N",16,"9N",16,0,1
"9050","11679_1#90","19084_7#129",61.469862,"23F",16,"23F",16,0,1
"9051","11822_1#65","11657_2#55",45.4139149999999,"19F",16,"19F",16,0,1
"9052","11822_1#86","12291_5#34",8.97440699999999,"23F",16,"23F",16,0,1
"9053","11826_1#40","12291_5#11",26.759915,"14",16,"14",16,0,1
"9054","11826_1#41","12291_5#34",9.84289799999999,"23F",16,"23F",16,0,1
"9055","11826_1#48","15608_5#77",39.802126,"23F",16,"23F",16,0,1
"9056","11826_1#58","11657_2#55",26.262575,"19F",16,"19F",16,0,1
"9057","11893_8#26","13091_6#21",25.282739,"13",16,"13",16,0,1
"9058","12290_2#1","12291_5#29",182.501876,"9N",16,"9N",16,0,1
"9059","12291_1#1","12291_2#1",0.0148460000000341,"23F",16,"23F",16,0,1
"9060","12291_1#37","12291_1#63",63.050964,"23F",16,"23F",16,0,1
"9061","12291_1#42","12291_1#63",56.667181,"23F",16,"23F",16,0,1
"9062","12291_1#61","12291_1#88",31.733325,"19F",16,"19F",16,0,1
"9063","12291_1#63","11658_2#16",49.095723,"23F",16,"23F",16,0,1
"9064","12291_1#66","13091_5#78",54.640701,"13",16,"13",16,0,1
"9065","12291_1#80","11657_2#55",34.2422979999999,"19F",16,"19F",16,0,1
"9066","12291_1#85","12291_5#34",37.716264,"23F",16,"23F",16,0,1
"9067","12291_1#87","11657_4#88",63.065809,"9N",16,"9N",16,0,1
"9068","12291_1#88","12291_1#61",31.733325,"19F",16,"19F",16,0,1
