"","ID1","ID2","distance","sero1","phylo_grp1","sero2","phylo_grp2","change_st","sg1","sg2","sg_switch","distance_rank","repN","change_sg"
"1809","11822_1#83","15277_1#18",31.9206699999995,"14",18,"14",18,0,"14","14",0,1,1,0
"1810","12291_4#81","15277_1#19",159.926809,"19A",4,"19A",4,0,"19","19",0,1,1,0
"1811","14673_1#61","15277_1#20",31.39614,"23B",5,"23B",5,0,"23","23",0,1,1,0
"1812","13154_3#81","15277_1#21",44.37037,"7F",15,"7F",15,0,"7","7",0,1,1,0
"1813","21999_7#160","15277_1#22",71.746582,"12F",32,"12F",32,0,"12","12",0,1,1,0
"1814","12291_5#84","15277_1#23",155.30602,"19A",4,"19A",4,0,"19","19",0,1,1,0
"1815","11657_1#76","15277_1#23",155.48227,"19F",4,"19A",4,1,"19","19",0,1,1,0
"1816","22667_8#44","15277_1#47",259.028126,"18C",67,"18C",67,0,"18","18",0,1,1,0
"1817","13710_2#2","15277_1#8",159.145187,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"1818","15608_2#58","15277_1#9",90.858399,"33F",3,"33F",3,0,"33","33",0,1,1,0
"1819","15378_3#57","15378_2#11",71.86282,"19F",21,"19F",21,0,"19","19",0,1,1,0
"1820","14913_7#49","15378_2#2",31.69233,"35B",5,"35D",5,1,"35","35",0,1,1,0
"1821","14936_4#42","15378_2#2",79.290063,"35D",5,"35D",5,0,"35","35",0,1,1,0
"1822","17870_7#168","15378_2#21",19.990691,"19A",17,"19A",17,0,"19","19",0,1,1,0
"1823","13415_7#45","15378_2#3",114.278572,"22A",40,"11A",40,1,"22","11",1,1,1,1
"1824","15378_2#61","15378_2#32",52.840363,"9V",43,"9V",43,0,"9","9",0,1,1,0
"1825","15531_4#86","15378_2#42",59.6172620000001,"6A",47,"6A",47,0,"6","6",0,1,1,0
"1826","15873_3#59","15378_2#54",9.16097699999999,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1827","14410_5#3","15378_2#59",55.415323,"19F",1,"19F",1,0,"19","19",0,1,1,0
"1828","15378_2#32","15378_2#61",52.840363,"9V",43,"9V",43,0,"9","9",0,1,1,0
"1829","14520_5#68","15378_2#62",412.623262,"17F",40,"22A",40,1,"17","22",1,1,1,1
"1830","16399_6#31","15378_2#62",65.9621199999999,"22A",40,"22A",40,0,"22","22",0,1,1,0
"1831","15378_4#66","15378_2#72",0.00552900000000001,"10B",30,"10B",30,0,"10","10",0,1,1,0
"1832","13470_1#15","15378_2#78",173.796063,"11A",22,"9V",22,1,"11","9",1,1,1,1
"1833","12837_4#1","15378_2#78",275.770578,"15A",22,"9V",22,1,"15","9",1,1,1,1
"1834","15531_5#65","15378_2#78",164.69395,"20A",22,"9V",22,1,"20","9",1,1,1,1
"1835","19341_2#31","15378_2#78",38.28041,"9V",22,"9V",22,0,"9","9",0,1,1,0
"1836","17870_7#174","15378_2#95",31.025345,"9V",54,"9V",54,0,"9","9",0,1,1,0
"1837","9789_2#72","15378_3#11",223.797919,"18A",61,"18A",61,0,"18","18",0,1,1,0
"1838","15378_3#21","15378_3#19",29.882776,"16F",33,"16F",33,0,"16","16",0,1,1,0
"1839","15378_3#19","15378_3#21",29.882776,"16F",33,"16F",33,0,"16","16",0,1,1,0
"1840","15378_3#5","15378_3#23",30.2702999999999,"6A",13,"6A",13,0,"6","6",0,1,1,0
"1841","14936_5#62","15378_3#25",21.5702739999999,"21",11,"21",11,0,"21","21",0,1,1,0
"1842","15531_4#16","15378_3#37",35.181055,"15A",22,"15A",22,0,"15","15",0,1,1,0
"1843","18456_1#111","15378_3#37",96.967072,"19A",22,"15A",22,1,"19","15",1,1,1,1
"1844","20287_5#129","15378_3#43",28.338464,"3",10,"3",10,0,"3","3",0,1,1,0
"1845","12290_3#49","15378_3#46",25.870361,"18A",11,"11A",11,1,"18","11",1,1,1,1
"1846","12290_3#63","15378_3#46",24.9325230000002,"21",11,"11A",11,1,"21","11",1,1,1,1
"1847","15378_4#4","15378_3#47",30.361493,"16F",33,"16F",33,0,"16","16",0,1,1,0
"1848","18456_1#15","15378_3#49",97.5551020000003,"21",11,"21",11,0,"21","21",0,1,1,0
"1849","15378_3#23","15378_3#5",30.2702999999999,"6A",13,"6A",13,0,"6","6",0,1,1,0
"1850","15873_1#14","15378_3#75",140.681033,"22A",40,"22A",40,0,"22","22",0,1,1,0
"1851","15378_3#86","15378_3#85",30.0189959999999,"16F",33,"16F",33,0,"16","16",0,1,1,0
"1852","12378_2#52","15378_3#86",30.0189959999999,"16F",33,"16F",33,0,"16","16",0,1,1,0
"1853","14936_5#59","15378_4#13",40.199088,"14",9,"14",9,0,"14","14",0,1,1,0
"1854","13415_8#15","15378_4#18",88.9720499999999,"6A",13,"29",13,1,"6","29",1,1,1,1
"1855","9789_2#53","15378_4#27",74.675117,"46",26,"46",26,0,"46","46",0,1,1,0
"1856","15841_4#26","15378_4#29",271.300171,"23F",5,"23F",5,0,"23","23",0,1,1,0
"1857","17870_7#100","15378_4#30",108.177545,"7F",56,"7F",56,0,"7","7",0,1,1,0
"1858","17870_8#126","15378_4#37",87.644924,"33F",9,"33F",9,0,"33","33",0,1,1,0
"1859","15378_3#47","15378_4#4",30.361493,"16F",33,"16F",33,0,"16","16",0,1,1,0
"1860","17966_5#15","15378_4#42",69.88766,"19F",22,"15A",22,1,"19","15",1,1,1,1
"1861","18456_1#20","15378_4#55",0.014134,"10B",30,"10B",30,0,"10","10",0,1,1,0
"1862","14936_5#4","15378_4#6",92.746503,"22F",34,"22F",34,0,"22","22",0,1,1,0
"1863","17870_7#64","15378_4#6",114.847148,"34",34,"22F",34,1,"34","22",1,1,1,1
"1864","15378_2#72","15378_4#66",0.00552900000000001,"10B",30,"10B",30,0,"10","10",0,1,1,0
"1865","9716_7#16","15378_4#78",25.7379369999999,"3",10,"3",10,0,"3","3",0,1,1,0
"1866","15531_2#19","15531_2#10",0.003914,"10B",30,"10B",30,0,"10","10",0,1,1,0
"1867","15531_2#10","15531_2#19",0.003914,"10B",30,"10B",30,0,"10","10",0,1,1,0
"1868","17870_8#152","15531_2#28",31.948948,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1869","17870_7#125","15531_2#40",30.011213,"16F",33,"16F",33,0,"16","16",0,1,1,0
"1870","18456_1#167","15531_2#43",41.745915,"15A",22,"15A",22,0,"15","15",0,1,1,0
"1871","14913_5#19","15531_2#45",0.014453,"35B",30,"35F",30,1,"35","35",0,1,1,0
"1872","18456_1#6","15531_2#45",0.006396,"35F",30,"35F",30,0,"35","35",0,1,1,0
"1873","13415_4#91","15531_2#50",0.01106,"33D",30,"6A",30,1,"33","6",1,1,1,1
"1874","15841_4#42","15531_2#50",0.015343,"6A",30,"6A",30,0,"6","6",0,1,1,0
"1875","9789_2#27","15531_2#58",31.10014,"6A",13,"6A",13,0,"6","6",0,1,1,0
"1876","9789_3#76","15531_2#60",46.9986719999999,"3",9,"3",9,0,"3","3",0,1,1,0
"1877","15531_3#88","15531_2#71",0.00745499999999999,"33D",30,"33D",30,0,"33","33",0,1,1,0
"1878","17870_8#132","15531_2#72",8.57325299999999,"12F",26,"9V",26,1,"12","9",1,1,1,1
"1879","14936_5#34","15531_2#93",40.389792,"14",9,"14",9,0,"14","14",0,1,1,0
"1880","15841_1#91","15531_3#1",143.910759,"10A",40,"18C",40,1,"10","18",1,1,1,1
"1881","12290_3#50","15531_3#1",71.1084520000002,"18C",40,"18C",40,0,"18","18",0,1,1,0
"1882","9789_4#89","15531_3#1",181.110933,"22A",40,"18C",40,1,"22","18",1,1,1,1
"1883","15531_2#71","15531_3#88",0.00745499999999999,"33D",30,"33D",30,0,"33","33",0,1,1,0
"1884","15378_3#37","15531_4#16",35.181055,"15A",22,"15A",22,0,"15","15",0,1,1,0
"1885","17966_5#96","15531_4#25",0.008287,"10B",30,"10B",30,0,"10","10",0,1,1,0
"1886","17175_6#27","15531_4#30",44.587717,"35A",43,"35A",43,0,"35","35",0,1,1,0
"1887","16453_2#60","15531_4#45",42.939611,"15BC",40,"15BC",40,0,"15","15",0,1,1,0
"1888","9716_7#22","15531_4#7",112.471614,"6A",13,"6B",13,1,"6","6",0,1,1,0
"1889","15873_1#79","15531_4#7",292.971236,"6B",13,"6B",13,0,"6","6",0,1,1,0
"1890","14520_5#68","15531_4#72",41.6731009999999,"17F",40,"17F",40,0,"17","17",0,1,1,0
"1891","14410_6#84","15531_4#74",193.372585,"7C",5,"6A",5,1,"7","6",1,1,1,1
"1892","15378_2#42","15531_4#86",59.6172620000001,"6A",47,"6A",47,0,"6","6",0,1,1,0
"1893","14520_6#12","15531_4#86",223.327375,"6B",47,"6A",47,1,"6","6",0,1,1,0
"1894","16453_2#54","15531_4#86",55.7284970000001,"9A",47,"6A",47,1,"9","6",1,1,1,1
"1895","16453_2#49","15531_4#86",50.7934160000001,"9V",47,"6A",47,1,"9","6",1,1,1,1
"1896","15531_7#4","15531_4#87",62.315932,"19F",1,"19F",1,0,"19","19",0,1,1,0
"1897","14410_4#29","15531_5#33",204.357698,"9V",43,"9V",43,0,"9","9",0,1,1,0
"1898","14410_5#6","15531_5#41",13.869603,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1899","16399_5#15","15531_5#46",81.506209,"13",80,"15A",80,1,"13","15",1,1,1,1
"1900","15873_5#73","15531_5#46",72.264864,"15A",80,"15A",80,0,"15","15",0,1,1,0
"1901","15531_4#68","15531_5#46",95.720358,"16F",80,"15A",80,1,"16","15",1,1,1,1
"1902","15531_5#61","15531_5#46",68.368612,"19F",80,"15A",80,1,"19","15",1,1,1,1
"1903","17794_8#31","15531_5#46",93.413375,"7C",80,"15A",80,1,"7","15",1,1,1,1
"1904","16399_6#55","15531_5#56",45.9465099999999,"14",9,"14",9,0,"14","14",0,1,1,0
"1905","15531_6#16","15531_5#60",0.007503,"10F",30,"10F",30,0,"10","10",0,1,1,0
"1906","15531_5#46","15531_5#61",68.368612,"15A",80,"19F",80,1,"15","19",1,1,1,1
"1907","15531_7#7","15531_5#66",41.749418,"19A",1,"19A",1,0,"19","19",0,1,1,0
"1908","16399_6#13","15531_5#70",63.932356,"6B",58,"6B",58,0,"6","6",0,1,1,0
"1909","17794_8#74","15531_5#72",34.4436019999999,"11A",22,"11A",22,0,"11","11",0,1,1,0
"1910","17794_7#98","15531_5#75",41.785068,"6B",23,"6B",23,0,"6","6",0,1,1,0
"1911","15531_6#92","15531_5#76",0.085307,"23F",94,"23F",94,0,"23","23",0,1,1,0
"1912","16399_6#16","15531_5#77",46.571048,"9V",43,"9V",43,0,"9","9",0,1,1,0
"1913","15531_6#92","15531_5#79",0.059012,"23F",94,"19F",94,1,"23","19",1,1,1,1
"1914","17794_8#4","15531_5#82",47.439243,"11A",22,"11A",22,0,"11","11",0,1,1,0
"1915","15531_6#15","15531_5#84",78.641005,"16F",103,"16F",103,0,"16","16",0,1,1,0
"1916","14520_7#13","15531_5#85",40.468704,"14",9,"14",9,0,"14","14",0,1,1,0
"1917","14520_5#6","15531_5#87",63.340591,"6B",58,"6B",58,0,"6","6",0,1,1,0
"1918","15531_7#12","15531_5#88",0.029638,"10A",30,"10A",30,0,"10","10",0,1,1,0
"1919","15531_5#60","15531_5#88",0.083067,"10F",30,"10A",30,1,"10","10",0,1,1,0
"1920","14520_6#48","15531_5#88",0.072804,"19F",30,"10A",30,1,"19","10",1,1,1,1
"1921","14520_7#22","15531_5#90",99.9520510000001,"34",34,"34",34,0,"34","34",0,1,1,0
"1922","11658_1#24","15531_6#10",85.400068,"22A",40,"22A",40,0,"22","22",0,1,1,0
"1923","14410_4#72","15531_6#13",62.591542,"6B",58,"6B",58,0,"6","6",0,1,1,0
"1924","15531_5#60","15531_6#16",0.007503,"10F",30,"10F",30,0,"10","10",0,1,1,0
"1925","21999_7#171","15531_6#19",302.552529,"15A",11,"21",11,1,"15","21",1,1,1,1
"1926","15873_4#71","15531_6#23",13.729506,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1927","14936_4#11","15531_6#50",95.545352,"33F",3,"33F",3,0,"33","33",0,1,1,0
"1928","17794_8#65","15531_6#6",41.905748,"16F",103,"16F",103,0,"16","16",0,1,1,0
"1929","14410_7#2","15531_6#64",45.730171,"9V",43,"9V",43,0,"9","9",0,1,1,0
"1930","14410_5#5","15531_6#79",42.231072,"14",9,"14",9,0,"14","14",0,1,1,0
"1931","21127_2#177","15531_6#80",356.603538,"6A",23,"6B",23,1,"6","6",0,1,1,0
"1932","22841_3#171","15531_6#80",207.460696,"6B",23,"6B",23,0,"6","6",0,1,1,0
"1933","15531_5#79","15531_6#92",0.059012,"19F",94,"23F",94,1,"19","23",1,1,1,1
"1934","15531_5#76","15531_6#92",0.085307,"23F",94,"23F",94,0,"23","23",0,1,1,0
"1935","15531_5#88","15531_7#12",0.029638,"10A",30,"10A",30,0,"10","10",0,1,1,0
"1936","14520_5#92","15531_7#17",41.05927,"15BC",40,"17F",40,1,"15","17",1,1,1,1
"1937","16399_7#67","15531_7#21",41.6213009999999,"15BC",40,"15BC",40,0,"15","15",0,1,1,0
"1938","14410_7#62","15531_7#26",60.6966239999999,"34",34,"34",34,0,"34","34",0,1,1,0
"1939","14520_6#64","15531_7#27",0.116066,"23F",94,"23F",94,0,"23","23",0,1,1,0
"1940","15873_2#38","15531_7#3",331.239549,"6A",58,"6B",58,1,"6","6",0,1,1,0
"1941","14520_5#85","15531_7#3",421.400295,"6B",58,"6B",58,0,"6","6",0,1,1,0
"1942","16399_5#75","15531_7#39",62.8176330000001,"6B",58,"6B",58,0,"6","6",0,1,1,0
"1943","15531_4#87","15531_7#4",62.315932,"19F",1,"19F",1,0,"19","19",0,1,1,0
"1944","15531_5#66","15531_7#7",41.749418,"19A",1,"19A",1,0,"19","19",0,1,1,0
"1945","15608_2#43","15608_2#29",28.048384,"9V",6,"9V",6,0,"9","9",0,1,1,0
"1946","19084_8#157","15608_2#34",344.708129,"4",27,"4",27,0,"4","4",0,1,1,0
"1947","15682_2#4","15608_2#37",64.134224,"11A",3,"33F",3,1,"11","33",1,1,1,1
"1948","13414_4#31","15608_2#37",34.044567,"33F",3,"33F",3,0,"33","33",0,1,1,0
"1949","12291_5#33","15608_2#38",36.262008,"19F",1,"19F",1,0,"19","19",0,1,1,0
"1950","15608_2#29","15608_2#43",28.048384,"9V",6,"9V",6,0,"9","9",0,1,1,0
"1951","15608_3#24","15608_2#47",44.4522,"6B",23,"6A",23,1,"6","6",0,1,1,0
"1952","11791_1#7","15608_2#49",21.204848,"9V",6,"9V",6,0,"9","9",0,1,1,0
"1953","14673_3#10","15608_2#50",51.784613,"19F",1,"19F",1,0,"19","19",0,1,1,0
"1954","14566_4#6","15608_2#53",334.057648,"14",14,"14",14,0,"14","14",0,1,1,0
"1955","22841_2#189","15608_2#53",39.091982,"23F",14,"14",14,1,"23","14",1,1,1,1
"1956","15277_1#9","15608_2#58",90.858399,"33F",3,"33F",3,0,"33","33",0,1,1,0
"1957","21999_8#124","15608_2#59",551.704995,"6A",24,"6B",24,1,"6","6",0,1,1,0
"1958","13414_4#26","15608_2#59",82.758617,"6B",24,"6B",24,0,"6","6",0,1,1,0
"1959","11822_1#76","15608_2#64",96.746304,"18C",50,"18C",50,0,"18","18",0,1,1,0
"1960","22027_1#20","15608_2#65",37.077299,"33F",3,"33F",3,0,"33","33",0,1,1,0
"1961","14673_1#16","15608_2#66",61.2021110000001,"18C",50,"18C",50,0,"18","18",0,1,1,0
"1962","11940_1#4","15608_2#68",104.369396,"19A",11,"19A",11,0,"19","19",0,1,1,0
"1963","15608_3#29","15608_2#74",63.555545,"9V",6,"9V",6,0,"9","9",0,1,1,0
"1964","12291_4#77","15608_2#78",155.007166,"19A",4,"19A",4,0,"19","19",0,1,1,0
"1965","12291_4#23","15608_2#80",45.08567,"7F",15,"7F",15,0,"7","7",0,1,1,0
"1966","11511_7#70","15608_2#81",21.7568130000001,"18C",16,"9N",16,1,"18","9",1,1,1,1
"1967","12291_5#59","15608_2#81",23.991134,"9N",16,"9N",16,0,"9","9",0,1,1,0
"1968","11826_1#30","15608_2#82",55.4182089999999,"18B",50,"18C",50,1,"18","18",0,1,1,0
"1969","12291_3#85","15608_2#83",230.826582,"20A",61,"22F",61,1,"20","22",1,1,1,1
"1970","19084_7#104","15608_2#83",190.646994,"35A",61,"22F",61,1,"35","22",1,1,1,1
"1971","21999_7#105","15608_2#83",193.074255,"35C",61,"22F",61,1,"35","22",1,1,1,1
"1972","11826_1#69","15608_2#86",42.3096,"4",27,"4",27,0,"4","4",0,1,1,0
"1973","13414_2#33","15608_2#90",153.018764,"15A",6,"9V",6,1,"15","9",1,1,1,1
"1974","11679_1#45","15608_2#90",117.014355,"15BC",6,"9V",6,1,"15","9",1,1,1,1
"1975","11658_1#11","15608_2#90",104.515627,"9V",6,"9V",6,0,"9","9",0,1,1,0
"1976","19084_8#146","15608_2#95",81.621078,"6B",23,"6B",23,0,"6","6",0,1,1,0
"1977","11791_1#17","15608_3#1",20.201916,"9V",6,"9V",6,0,"9","9",0,1,1,0
"1978","12299_1#40","15608_3#11",37.467088,"11A",3,"11A",3,0,"11","11",0,1,1,0
"1979","17794_8#135","15608_3#15",60.159065,"14",6,"14",6,0,"14","14",0,1,1,0
"1980","14673_4#47","15608_3#19",87.1263119999999,"6B",23,"6B",23,0,"6","6",0,1,1,0
"1981","14673_3#62","15608_3#2",52.773358,"11A",3,"11A",3,0,"11","11",0,1,1,0
"1982","11822_1#77","15608_3#23",51.767111,"22F",19,"22F",19,0,"22","22",0,1,1,0
"1983","15608_2#47","15608_3#24",44.4522,"6A",23,"6B",23,1,"6","6",0,1,1,0
"1984","14673_3#12","15608_3#24",43.135731,"6B",23,"6B",23,0,"6","6",0,1,1,0
"1985","11657_2#47","15608_3#26",32.1832949999998,"4",27,"4",27,0,"4","4",0,1,1,0
"1986","15608_2#74","15608_3#29",63.555545,"9V",6,"9V",6,0,"9","9",0,1,1,0
"1987","12291_1#50","15608_3#3",83.068622,"6B",23,"6B",23,0,"6","6",0,1,1,0
"1988","22027_1#138","15608_3#32",87.9581029999999,"18C",50,"18C",50,0,"18","18",0,1,1,0
"1989","15608_4#3","15608_3#35",22.9071920000001,"15BC",11,"15BC",11,0,"15","15",0,1,1,0
"1990","15682_1#28","15608_3#36",82.661823,"14",6,"9V",6,1,"14","9",1,1,1,1
"1991","21053_8#134","15608_3#42",57.05756,"14",6,"14",6,0,"14","14",0,1,1,0
"1992","15608_3#52","15608_3#43",35.2876899999997,"14",18,"14",18,0,"14","14",0,1,1,0
"1993","15608_4#18","15608_3#45",34.574674,"14",18,"14",18,0,"14","14",0,1,1,0
"1994","13154_3#78","15608_3#47",36.2995920000001,"19A",1,"19A",1,0,"19","19",0,1,1,0
"1995","11658_1#16","15608_3#5",36.3489240000001,"4",27,"4",27,0,"4","4",0,1,1,0
"1996","11826_1#52","15608_3#50",32.5808689999999,"14",18,"14",18,0,"14","14",0,1,1,0
"1997","15608_3#43","15608_3#52",35.2876899999997,"14",18,"14",18,0,"14","14",0,1,1,0
"1998","13414_1#8","15608_3#67",139.391639,"8",3,"8",3,0,"8","8",0,1,1,0
"1999","15608_3#77","15608_3#68",34.0422990000002,"6A",13,"6A",13,0,"6","6",0,1,1,0
"2000","15608_3#68","15608_3#77",34.0422990000002,"6A",13,"6A",13,0,"6","6",0,1,1,0
"2001","15608_4#27","15608_3#79",55.330997,"6B",24,"6B",24,0,"6","6",0,1,1,0
"2002","15682_1#24","15608_3#82",181.618164,"6A",76,"6A",76,0,"6","6",0,1,1,0
"2003","15608_4#7","15608_3#89",20.614887,"9V",6,"9V",6,0,"9","9",0,1,1,0
"2004","14673_3#29","15608_3#9",74.1031189999999,"12F",32,"12F",32,0,"12","12",0,1,1,0
"2005","15608_4#14","15608_3#91",15.2448559999998,"14",11,"15BC",11,1,"14","15",1,1,1,1
"2006","12378_2#14","15608_4#11",549.550931,"19F",5,"19F",5,0,"19","19",0,1,1,0
"2007","15608_3#91","15608_4#14",15.2448559999998,"15BC",11,"14",11,1,"15","14",1,1,1,1
"2008","15608_3#45","15608_4#18",34.574674,"14",18,"14",18,0,"14","14",0,1,1,0
"2009","15608_4#30","15608_4#24",39.4535520000004,"14",18,"14",18,0,"14","14",0,1,1,0
"2010","15608_3#79","15608_4#27",55.330997,"6B",24,"6B",24,0,"6","6",0,1,1,0
"2011","15608_3#35","15608_4#3",22.9071920000001,"15BC",11,"15BC",11,0,"15","15",0,1,1,0
"2012","15608_4#24","15608_4#30",39.4535520000004,"14",18,"14",18,0,"14","14",0,1,1,0
"2013","15682_2#19","15608_4#31",92.4806979999998,"14",27,"19A",27,1,"14","19",1,1,1,1
"2014","14673_1#70","15608_4#33",156.463137,"19A",4,"19A",4,0,"19","19",0,1,1,0
"2015","15608_4#40","15608_4#39",43.779074,"15BC",11,"15BC",11,0,"15","15",0,1,1,0
"2016","15608_4#39","15608_4#40",43.779074,"15BC",11,"15BC",11,0,"15","15",0,1,1,0
"2017","14723_6#59","15608_4#42",20.260912,"14",6,"14",6,0,"14","14",0,1,1,0
"2018","21127_2#54","15608_4#49",117.846714,"6B",13,"6B",13,0,"6","6",0,1,1,0
"2019","12837_3#41","15608_4#50",128.563026,"6B",24,"6B",24,0,"6","6",0,1,1,0
"2020","11511_7#49","15608_4#51",120.767422,"18C",3,"3",3,1,"18","3",1,1,1,1
"2021","17175_7#55","15608_4#51",738.960078,"3",3,"3",3,0,"3","3",0,1,1,0
"2022","13414_2#21","15608_4#51",155.971843,"33F",3,"3",3,1,"33","3",1,1,1,1
"2023","15682_2#4","15608_4#52",774.620839,"11A",3,"11A",3,0,"11","11",0,1,1,0
"2024","15874_1#47","15608_4#52",433.58575,"8",3,"11A",3,1,"8","11",1,1,1,1
"2025","15682_1#24","15608_4#57",172.441059,"6A",76,"19F",76,1,"6","19",1,1,1,1
"2026","15608_3#89","15608_4#7",20.614887,"9V",6,"9V",6,0,"9","9",0,1,1,0
"2027","14723_5#2","15608_4#76",63.73984,"6A",24,"6B",24,1,"6","6",0,1,1,0
"2028","14673_4#44","15608_4#76",93.749724,"6C",24,"6B",24,1,"6","6",0,1,1,0
"2029","24775_1#122","15608_5#74",102.422556,"15BC",16,"9N",16,1,"15","9",1,1,1,1
"2030","21127_1#6","15608_5#74",111.901723,"9N",16,"9N",16,0,"9","9",0,1,1,0
"2031","15682_1#8","15608_5#75",39.779856,"23F",16,"23F",16,0,"23","23",0,1,1,0
"2032","11826_1#48","15608_5#77",39.802126,"23F",16,"23F",16,0,"23","23",0,1,1,0
"2033","15682_1#89","15608_5#78",31.090893,"14",6,"14",6,0,"14","14",0,1,1,0
"2034","15608_2#73","15608_5#78",145.003741,"9V",6,"14",6,1,"9","14",1,1,1,1
"2035","15682_1#4","15608_5#79",23.623683,"14",6,"14",6,0,"14","14",0,1,1,0
"2036","15682_1#30","15608_5#80",65.03814,"6B",24,"6B",24,0,"6","6",0,1,1,0
"2037","15682_2#78","15608_5#85",20.547464,"14",6,"14",6,0,"14","14",0,1,1,0
"2038","15682_2#54","15608_5#87",174.600278,"6A",76,"6A",76,0,"6","6",0,1,1,0
"2039","15682_1#66","15608_5#88",33.476016,"14",6,"14",6,0,"14","14",0,1,1,0
"2040","15682_1#73","15608_5#90",62.173105,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2041","22841_4#151","15608_5#91",284.110722,"17F",50,"17F",50,0,"17","17",0,1,1,0
"2042","22027_1#130","15608_5#94",151.225182,"18C",68,"18C",68,0,"18","18",0,1,1,0
"2043","21127_1#90","15682_1#19",323.76088,"11A",3,"11A",3,0,"11","11",0,1,1,0
"2044","18090_2#76","15682_1#19",241.116527,"22F",3,"11A",3,1,"22","11",1,1,1,1
"2045","19084_7#57","15682_1#19",278.621651,"3",3,"11A",3,1,"3","11",1,1,1,1
"2046","11658_8#4","15682_1#19",280.066712,"33F",3,"11A",3,1,"33","11",1,1,1,1
"2047","15608_4#57","15682_1#24",172.441059,"19F",76,"6A",76,1,"19","6",1,1,1,1
"2048","15608_3#82","15682_1#24",181.618164,"6A",76,"6A",76,0,"6","6",0,1,1,0
"2049","18090_2#135","15682_1#24",175.534562,"6B",76,"6A",76,1,"6","6",0,1,1,0
"2050","13414_3#18","15682_1#24",191.178612,"6C",76,"6A",76,1,"6","6",0,1,1,0
"2051","14673_3#50","15682_1#26",85.5816009999999,"12F",32,"12F",32,0,"12","12",0,1,1,0
"2052","13154_3#82","15682_1#26",305.424922,"7F",32,"12F",32,1,"7","12",1,1,1,1
"2053","11893_8#12","15682_1#26",70.4811110000001,"9N",32,"12F",32,1,"9","12",1,1,1,1
"2054","15682_1#51","15682_1#29",27.26458,"14",6,"14",6,0,"14","14",0,1,1,0
"2055","12291_6#92","15682_1#3",58.684165,"14",6,"14",6,0,"14","14",0,1,1,0
"2056","15608_5#70","15682_1#30",66.39089,"6B",24,"6B",24,0,"6","6",0,1,1,0
"2057","15608_2#34","15682_1#33",336.796851,"4",27,"4",27,0,"4","4",0,1,1,0
"2058","15682_1#79","15682_1#37",82.7098569999998,"19F",18,"19F",18,0,"19","19",0,1,1,0
"2059","21127_1#97","15682_1#38",27.955676,"14",6,"14",6,0,"14","14",0,1,1,0
"2060","22667_8#71","15682_1#39",37.8360619999999,"14",18,"14",18,0,"14","14",0,1,1,0
"2061","15608_5#79","15682_1#4",23.623683,"14",6,"14",6,0,"14","14",0,1,1,0
"2062","19341_2#163","15682_1#44",89.512515,"15A",9,"19F",9,1,"15","19",1,1,1,1
"2063","22114_6#52","15682_1#44",153.871825,"19F",9,"19F",9,0,"19","19",0,1,1,0
"2064","15682_2#76","15682_1#5",167.32426,"15A",11,"15A",11,0,"15","15",0,1,1,0
"2065","11511_8#59","15682_1#50",36.419864,"19A",1,"19F",1,1,"19","19",0,1,1,0
"2066","15682_1#29","15682_1#51",27.26458,"14",6,"14",6,0,"14","14",0,1,1,0
"2067","18090_2#150","15682_1#56",67.307218,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2068","18090_2#157","15682_1#59",38.3840279999995,"14",18,"14",18,0,"14","14",0,1,1,0
"2069","13710_2#34","15682_1#61",35.803471,"19A",1,"19A",1,0,"19","19",0,1,1,0
"2070","12299_1#37","15682_1#63",43.99095,"7F",15,"19F",15,1,"7","19",1,1,1,1
"2071","15608_5#88","15682_1#66",33.476016,"14",6,"14",6,0,"14","14",0,1,1,0
"2072","14673_1#94","15682_1#71",42.325417,"9V",6,"9V",6,0,"9","9",0,1,1,0
"2073","14673_3#5","15682_1#72",35.773402,"19A",1,"19A",1,0,"19","19",0,1,1,0
"2074","15608_5#90","15682_1#73",62.173105,"19F",1,"19F",1,0,"19","19",0,1,1,0
"2075","13154_2#50","15682_1#79",326.039764,"14",18,"19F",18,1,"14","19",1,1,1,1
"2076","24775_1#63","15682_1#79",1060.413243,"19A",18,"19F",18,1,"19","19",0,1,1,0
"2077","15682_1#37","15682_1#79",82.7098569999998,"19F",18,"19F",18,0,"19","19",0,1,1,0
"2078","19084_7#97","15682_1#79",547.794354,"7C",18,"19F",18,1,"7","19",1,1,1,1
"2079","15608_5#75","15682_1#8",39.779856,"23F",16,"23F",16,0,"23","23",0,1,1,0
"2080","15682_1#9","15682_1#80",33.403498,"23F",16,"23F",16,0,"23","23",0,1,1,0
"2081","11511_8#44","15682_1#86",36.2649250000002,"4",27,"4",27,0,"4","4",0,1,1,0
"2082","15608_5#78","15682_1#89",31.090893,"14",6,"14",6,0,"14","14",0,1,1,0
"2083","15682_1#80","15682_1#9",33.403498,"23F",16,"23F",16,0,"23","23",0,1,1,0
"2084","11657_1#70","15682_2#12",56.189475,"9V",6,"9V",6,0,"9","9",0,1,1,0
